TF,TF gene,TF BID,gene,gene BID,regulation
NagC,nagC,b0676,nagC,b0676,-
NagC,nagC,b0676,nagD,b0675,-
NagC,nagC,b0676,nagE,b0679,-
NagC,nagC,b0676,nanC,b4311,-
NagC,nagC,b0676,nanM,b4310,-
NagC,nagC,b0676,ptsH,b2415,-
NagC,nagC,b0676,ptsI,b2416,-
NagC,nagC,b0676,ybfN,b0682,-
NagC,nagC,b0676,ydeP,b1501,-
NanR,nanR,b3226,fimB,b4312,+
NanR,nanR,b3226,nanA,b3225,-
NanR,nanR,b3226,nanC,b4311,-
NanR,nanR,b3226,nanE,b3223,-
NanR,nanR,b3226,nanK,b3222,-
NanR,nanR,b3226,nanM,b4310,-
NanR,nanR,b3226,nanT,b3224,-
NanR,nanR,b3226,yhcH,b3221,-
NarL,narL,b1221,adhE,b1241,-
NarL,narL,b1221,aspA,b4139,-
NarL,narL,b1221,caiF,b0034,-
NarL,narL,b1221,ccmA,b2201,-
NarL,narL,b1221,ccmB,b2200,-
NarL,narL,b1221,ccmC,b2199,-
NarL,narL,b1221,ccmD,b2198,-
NarL,narL,b1221,ccmE,b2197,-
NarL,narL,b1221,ccmF,b2196,-
NarL,narL,b1221,ccmG,b2195,-
NarL,narL,b1221,ccmH,b2194,-
NarL,narL,b1221,cydC,b0886,+
NarL,narL,b1221,cydD,b0887,+
NarL,narL,b1221,cysG,b3368,+
NarL,narL,b1221,dcuA,b4138,-
NarL,narL,b1221,dcuB,b4123,-
NarL,narL,b1221,dcuR,b4124,-
NarL,narL,b1221,dcuS,b4125,-
NarL,narL,b1221,dmsA,b0894,-
NarL,narL,b1221,dmsB,b0895,-
NarL,narL,b1221,dmsC,b0896,-
NarL,narL,b1221,dmsD,b1591,-
NarL,narL,b1221,fdhF,b4079,-
NarL,narL,b1221,fdnG,b1474,+
NarL,narL,b1221,fdnH,b1475,+
NarL,narL,b1221,fdnI,b1476,+
NarL,narL,b1221,focA,b0904,-
NarL,narL,b1221,frdA,b4154,-
NarL,narL,b1221,frdB,b4153,-
NarL,narL,b1221,frdC,b4152,-
NarL,narL,b1221,frdD,b4151,-
NarL,narL,b1221,fumB,b4122,-
NarL,narL,b1221,hcp,b0873,+
NarL,narL,b1221,hcr,b0872,+
NarL,narL,b1221,hyaA,b0972,-
NarL,narL,b1221,hyaB,b0973,-
NarL,narL,b1221,hyaC,b0974,-
NarL,narL,b1221,hyaD,b0975,-
NarL,narL,b1221,hyaE,b0976,-
NarL,narL,b1221,hyaF,b0977,-
NarL,narL,b1221,hybA,b2996,-
NarL,narL,b1221,hybB,b2995,-
NarL,narL,b1221,hybC,b2994,-
NarL,narL,b1221,hybD,b2993,-
NarL,narL,b1221,hybE,b2992,-
NarL,narL,b1221,hybF,b2991,-
NarL,narL,b1221,hybG,b2990,-
NarL,narL,b1221,hybO,b2997,-
NarL,narL,b1221,moeA,b0827,+
NarL,narL,b1221,moeB,b0826,+
NarL,narL,b1221,napA,b2206,-
NarL,narL,b1221,napB,b2203,-
NarL,narL,b1221,napC,b2202,-
NarL,narL,b1221,napD,b2207,-
NarL,narL,b1221,napF,b2208,-
NarL,narL,b1221,napG,b2205,-
NarL,narL,b1221,napH,b2204,-
NarL,narL,b1221,narG,b1224,+
NarL,narL,b1221,narH,b1225,+
NarL,narL,b1221,narI,b1227,+
NarL,narL,b1221,narJ,b1226,+
NarL,narL,b1221,narK,b1223,+
NarL,narL,b1221,nikA,b3476,-
NarL,narL,b1221,nikB,b3477,-
NarL,narL,b1221,nikC,b3478,-
NarL,narL,b1221,nikD,b3479,-
NarL,narL,b1221,nikE,b3480,-
NarL,narL,b1221,nikR,b3481,-
NarL,narL,b1221,nirB,b3365,+
NarL,narL,b1221,nirC,b3367,+
NarL,narL,b1221,nirD,b3366,+
NarL,narL,b1221,norV,b2710,-
NarL,narL,b1221,norW,b2711,-
NarL,narL,b1221,nrfA,b4070,+-
NarL,narL,b1221,nrfB,b4071,+-
NarL,narL,b1221,nrfC,b4072,+-
NarL,narL,b1221,nrfD,b4073,+-
NarL,narL,b1221,nrfE,b4074,+-
NarL,narL,b1221,nrfF,b4075,+-
NarL,narL,b1221,nrfG,b4076,+-
NarL,narL,b1221,nuoA,b2288,+
NarL,narL,b1221,nuoB,b2287,+
NarL,narL,b1221,nuoC,b2286,+
NarL,narL,b1221,nuoE,b2285,+
NarL,narL,b1221,nuoF,b2284,+
NarL,narL,b1221,nuoG,b2283,+
NarL,narL,b1221,nuoH,b2282,+
NarL,narL,b1221,nuoI,b2281,+
NarL,narL,b1221,nuoJ,b2280,+
NarL,narL,b1221,nuoK,b2279,+
NarL,narL,b1221,nuoL,b2278,+
NarL,narL,b1221,nuoM,b2277,+
NarL,narL,b1221,nuoN,b2276,+
NarL,narL,b1221,ogt,b1335,+
NarL,narL,b1221,pflB,b0903,-
NarL,narL,b1221,torA,b0997,-
NarL,narL,b1221,torC,b0996,-
NarL,narL,b1221,torD,b0998,-
NarL,narL,b1221,ubiA,b4040,-
NarL,narL,b1221,ubiC,b4039,-
NarL,narL,b1221,ydhT,b1669,-
NarL,narL,b1221,ydhU,b1670,-
NarL,narL,b1221,ydhV,b1673,-
NarL,narL,b1221,ydhW,b1672,-
NarL,narL,b1221,ydhX,b1671,-
NarL,narL,b1221,ydhY,b1674,-
NarL,narL,b1221,yeaR,b1797,+
NarL,narL,b1221,ynfE,b1587,-
NarL,narL,b1221,ynfF,b1588,-
NarL,narL,b1221,ynfG,b1589,-
NarL,narL,b1221,ynfH,b1590,-
NarL,narL,b1221,yoaG,b1796,+
NarL,narL,b1221,ytfE,b4209,+
NarP,narP,b2193,ccmA,b2201,+-
NarP,narP,b2193,ccmB,b2200,+-
NarP,narP,b2193,ccmC,b2199,+-
NarP,narP,b2193,ccmD,b2198,+-
NarP,narP,b2193,ccmE,b2197,+-
NarP,narP,b2193,ccmF,b2196,+-
NarP,narP,b2193,ccmG,b2195,+-
NarP,narP,b2193,ccmH,b2194,+-
NarP,narP,b2193,cysG,b3368,+
NarP,narP,b2193,fdhF,b4079,+
NarP,narP,b2193,fdnG,b1474,-
NarP,narP,b2193,fdnH,b1475,-
NarP,narP,b2193,fdnI,b1476,-
NarP,narP,b2193,hcp,b0873,+
NarP,narP,b2193,hcr,b0872,+
NarP,narP,b2193,hyaA,b0972,-
NarP,narP,b2193,hyaB,b0973,-
NarP,narP,b2193,hyaC,b0974,-
NarP,narP,b2193,hyaD,b0975,-
NarP,narP,b2193,hyaE,b0976,-
NarP,narP,b2193,hyaF,b0977,-
NarP,narP,b2193,napA,b2206,+-
NarP,narP,b2193,napB,b2203,+-
NarP,narP,b2193,napC,b2202,+-
NarP,narP,b2193,napD,b2207,+-
NarP,narP,b2193,napF,b2208,+-
NarP,narP,b2193,napG,b2205,+-
NarP,narP,b2193,napH,b2204,+-
NarP,narP,b2193,nirB,b3365,+
NarP,narP,b2193,nirC,b3367,+
NarP,narP,b2193,nirD,b3366,+
NarP,narP,b2193,norV,b2710,-
NarP,narP,b2193,norW,b2711,-
NarP,narP,b2193,nrfA,b4070,+
NarP,narP,b2193,nrfB,b4071,+
NarP,narP,b2193,nrfC,b4072,+
NarP,narP,b2193,nrfD,b4073,+
NarP,narP,b2193,nrfE,b4074,+
NarP,narP,b2193,nrfF,b4075,+
NarP,narP,b2193,nrfG,b4076,+
NarP,narP,b2193,ydhT,b1669,-
NarP,narP,b2193,ydhU,b1670,-
NarP,narP,b2193,ydhV,b1673,-
NarP,narP,b2193,ydhW,b1672,-
NarP,narP,b2193,ydhX,b1671,-
NarP,narP,b2193,ydhY,b1674,-
NarP,narP,b2193,yeaR,b1797,+
NarP,narP,b2193,yoaG,b1796,+
NarP,narP,b2193,ytfE,b4209,+
NemR,nemR,b1649,nemA,b1650,-
NemR,nemR,b1649,nemR,b1649,-
NhaR,nhaR,b0020,nhaA,b0019,+?
NhaR,nhaR,b0020,nhaR,b0020,+?
NhaR,nhaR,b0020,osmC,b1482,+
NhaR,nhaR,b0020,pgaA,b1024,+
NhaR,nhaR,b0020,pgaB,b1023,+
NhaR,nhaR,b0020,pgaC,b1022,+
NhaR,nhaR,b0020,pgaD,b1021,+
NikR,nikR,b3481,nikA,b3476,-
NikR,nikR,b3481,nikB,b3477,-
NikR,nikR,b3481,nikC,b3478,-
NikR,nikR,b3481,nikD,b3479,-
NikR,nikR,b3481,nikE,b3480,-
NikR,nikR,b3481,nikR,b3481,-
NorR,norR,b2709,norR,b2709,-
NorR,norR,b2709,norV,b2710,+
NorR,norR,b2709,norW,b2711,+
NrdR,nrdR,b0413,nrdA,b2234,-
NrdR,nrdR,b0413,nrdB,b2235,-
NrdR,nrdR,b0413,nrdD,b4238,-
NrdR,nrdR,b0413,nrdE,b2675,-
NrdR,nrdR,b0413,nrdF,b2676,-
NrdR,nrdR,b0413,nrdG,b4237,-
NrdR,nrdR,b0413,nrdH,b2673,-
NrdR,nrdR,b0413,nrdI,b2674,-
NsrR,nsrR,b4178,aceE,b0114,-
NsrR,nsrR,b4178,aceF,b0115,-
NsrR,nsrR,b4178,cdd,b2143,-
NsrR,nsrR,b4178,dkgB,b0207,-
NsrR,nsrR,b4178,dsdC,b2364,-
NsrR,nsrR,b4178,feaB,b1385,-
NsrR,nsrR,b4178,feaR,b1384,-
NsrR,nsrR,b4178,fhlA,b2731,-
NsrR,nsrR,b4178,fliA,b1922,-
NsrR,nsrR,b4178,fliY,b1920,-
NsrR,nsrR,b4178,fliZ,b1921,-
NsrR,nsrR,b4178,grxD,b1654,-
NsrR,nsrR,b4178,hcp,b0873,-
NsrR,nsrR,b4178,hcr,b0872,-
NsrR,nsrR,b4178,hmp,b2552,-
NsrR,nsrR,b4178,hycA,b2725,-
NsrR,nsrR,b4178,hycB,b2724,-
NsrR,nsrR,b4178,hycC,b2723,-
NsrR,nsrR,b4178,hycD,b2722,-
NsrR,nsrR,b4178,hycE,b2721,-
NsrR,nsrR,b4178,hycF,b2720,-
NsrR,nsrR,b4178,hycG,b2719,-
NsrR,nsrR,b4178,hycH,b2718,-
NsrR,nsrR,b4178,hycI,b2717,-
NsrR,nsrR,b4178,hypA,b2726,-
NsrR,nsrR,b4178,hypB,b2727,-
NsrR,nsrR,b4178,hypC,b2728,-
NsrR,nsrR,b4178,hypD,b2729,-
NsrR,nsrR,b4178,hypE,b2730,-
NsrR,nsrR,b4178,ihfA,b1712,-
NsrR,nsrR,b4178,infC,b1718,-
NsrR,nsrR,b4178,lrp,b0889,-
NsrR,nsrR,b4178,mhpT,b0353,-
NsrR,nsrR,b4178,ndh,b1109,-
NsrR,nsrR,b4178,norR,b2709,-
NsrR,nsrR,b4178,nrfA,b4070,-
NsrR,nsrR,b4178,nrfB,b4071,-
NsrR,nsrR,b4178,nrfC,b4072,-
NsrR,nsrR,b4178,nrfD,b4073,-
NsrR,nsrR,b4178,nrfE,b4074,-
NsrR,nsrR,b4178,nrfF,b4075,-
NsrR,nsrR,b4178,nrfG,b4076,-
NsrR,nsrR,b4178,pgpC,b2560,-
NsrR,nsrR,b4178,pheM,b1715,-
NsrR,nsrR,b4178,pheS,b1714,-
NsrR,nsrR,b4178,pheT,b1713,-
NsrR,nsrR,b4178,rfe,b3784,-
NsrR,nsrR,b4178,rffA,b3791,-
NsrR,nsrR,b4178,rffC,b3790,-
NsrR,nsrR,b4178,rffD,b3787,-
NsrR,nsrR,b4178,rffE,b3786,-
NsrR,nsrR,b4178,rffG,b3788,-
NsrR,nsrR,b4178,rffH,b3789,-
NsrR,nsrR,b4178,rffM,b3794,-
NsrR,nsrR,b4178,rffT,b4481,-
NsrR,nsrR,b4178,rplT,b1716,-
NsrR,nsrR,b4178,rpmI,b1717,-
NsrR,nsrR,b4178,rybB,b4417,-
NsrR,nsrR,b4178,smpA,b2617,-
NsrR,nsrR,b4178,sodB,b1656,-
NsrR,nsrR,b4178,sufA,b1684,-
NsrR,nsrR,b4178,sufB,b1683,-
NsrR,nsrR,b4178,sufC,b1682,-
NsrR,nsrR,b4178,sufD,b1681,-
NsrR,nsrR,b4178,sufE,b1679,-
NsrR,nsrR,b4178,sufS,b1680,-
NsrR,nsrR,b4178,tadA,b2559,-
NsrR,nsrR,b4178,tehA,b1429,-
NsrR,nsrR,b4178,tehB,b1430,-
NsrR,nsrR,b4178,thrS,b1719,-
NsrR,nsrR,b4178,tsgA,b3364,-
NsrR,nsrR,b4178,wzxE,b3792,-
NsrR,nsrR,b4178,wzyE,b3793,-
NsrR,nsrR,b4178,wzzE,b3785,-
NsrR,nsrR,b4178,ydbD,b1407,-
NsrR,nsrR,b4178,ydhO,b1655,-
NsrR,nsrR,b4178,yeaE,b1781,-
NsrR,nsrR,b4178,yeaR,b1797,-
NsrR,nsrR,b4178,ygbA,b2732,-
NsrR,nsrR,b4178,yibD,b3615,-
NsrR,nsrR,b4178,yjgI,b4249,-
NsrR,nsrR,b4178,yoaG,b1796,-
NsrR,nsrR,b4178,ytfE,b4209,-
NtrC,glnG,b3868,amtB,b0451,+
NtrC,glnG,b3868,argT,b2310,+
NtrC,glnG,b3868,astA,b1747,+
NtrC,glnG,b3868,astB,b1745,+
NtrC,glnG,b3868,astC,b1748,+
NtrC,glnG,b3868,astD,b1746,+
NtrC,glnG,b3868,astE,b1744,+
NtrC,glnG,b3868,cbl,b1987,+
NtrC,glnG,b3868,ddpA,b1487,+
NtrC,glnG,b3868,ddpB,b1486,+
NtrC,glnG,b3868,ddpC,b1485,+
NtrC,glnG,b3868,ddpD,b1484,+
NtrC,glnG,b3868,ddpF,b1483,+
NtrC,glnG,b3868,ddpX,b1488,+
NtrC,glnG,b3868,glnA,b3870,+-
NtrC,glnG,b3868,glnG,b3868,+-
NtrC,glnG,b3868,glnH,b0811,+-
NtrC,glnG,b3868,glnK,b0450,+
NtrC,glnG,b3868,glnL,b3869,+-
NtrC,glnG,b3868,glnP,b0810,+-
NtrC,glnG,b3868,glnQ,b0809,+-
NtrC,glnG,b3868,hisJ,b2309,+
NtrC,glnG,b3868,hisM,b2307,+
NtrC,glnG,b3868,hisP,b2306,+
NtrC,glnG,b3868,hisQ,b2308,+
NtrC,glnG,b3868,nac,b1988,+
NtrC,glnG,b3868,potF,b0854,+
NtrC,glnG,b3868,potG,b0855,+
NtrC,glnG,b3868,potH,b0856,+
NtrC,glnG,b3868,potI,b0857,+
NtrC,glnG,b3868,rutA,b1012,+
NtrC,glnG,b3868,rutB,b1011,+
NtrC,glnG,b3868,rutC,b1010,+
NtrC,glnG,b3868,rutD,b1009,+
NtrC,glnG,b3868,rutE,b1008,+
NtrC,glnG,b3868,rutF,b1007,+
NtrC,glnG,b3868,rutG,b1006,+
NtrC,glnG,b3868,yeaG,b1783,+
NtrC,glnG,b3868,yeaH,b1784,+
NtrC,glnG,b3868,ygjG,b3073,+
NtrC,glnG,b3868,yhdW,b3268,+
NtrC,glnG,b3868,yhdX,b3269,+
NtrC,glnG,b3868,yhdY,b3270,+
NtrC,glnG,b3868,yhdZ,b3271,+
OmpR,ompR,b3405,bolA,b0435,-
OmpR,ompR,b3405,csgD,b1040,+
OmpR,ompR,b3405,csgE,b1039,+
OmpR,ompR,b3405,csgF,b1038,+
OmpR,ompR,b3405,csgG,b1037,+
OmpR,ompR,b3405,ecnB,b4411,-
OmpR,ompR,b3405,fadL,b2344,-
OmpR,ompR,b3405,flhC,b1891,-
OmpR,ompR,b3405,flhD,b1892,-
OmpR,ompR,b3405,micF,b4439,+
OmpR,ompR,b3405,ompC,b2215,+
OmpR,ompR,b3405,ompF,b0929,+-
OmpR,ompR,b3405,omrA,b4444,+
OmpR,ompR,b3405,omrB,b4445,+
OmpR,ompR,b3405,sra,b1480,-
OmpR,ompR,b3405,tppB,b1634,+
OxyR,oxyR,b3961,ahpC,b0605,+
OxyR,oxyR,b3961,ahpF,b0606,+
OxyR,oxyR,b3961,dps,b0812,+
OxyR,oxyR,b3961,dsbG,b0604,+
OxyR,oxyR,b3961,fhuF,b4367,-
OxyR,oxyR,b3961,flu,b2000,-
OxyR,oxyR,b3961,fur,b0683,+
OxyR,oxyR,b3961,gntP,b4321,-
OxyR,oxyR,b3961,gor,b3500,+
OxyR,oxyR,b3961,grxA,b0849,+
OxyR,oxyR,b3961,hemH,b0475,+
OxyR,oxyR,b3961,katG,b3942,+
OxyR,oxyR,b3961,mntH,b2392,+
OxyR,oxyR,b3961,nfsA,b0851,-
OxyR,oxyR,b3961,oxyR,b3961,-
OxyR,oxyR,b3961,oxyS,b4458,+
OxyR,oxyR,b3961,rimK,b0852,-
OxyR,oxyR,b3961,sufA,b1684,+
OxyR,oxyR,b3961,sufB,b1683,+
OxyR,oxyR,b3961,sufC,b1682,+
OxyR,oxyR,b3961,sufD,b1681,+
OxyR,oxyR,b3961,sufE,b1679,+
OxyR,oxyR,b3961,sufS,b1680,+
OxyR,oxyR,b3961,trxC,b2582,+
OxyR,oxyR,b3961,uof,b4637,+
OxyR,oxyR,b3961,uxuA,b4322,-
OxyR,oxyR,b3961,uxuB,b4323,-
OxyR,oxyR,b3961,ybjC,b0850,-
OxyR,oxyR,b3961,ybjN,b0853,-
OxyR,oxyR,b3961,yhjA,b3518,+
PaaX,paaX,b1399,paaA,b1388,-
PaaX,paaX,b1399,paaB,b1389,-
PaaX,paaX,b1399,paaC,b1390,-
PaaX,paaX,b1399,paaD,b1391,-
PaaX,paaX,b1399,paaE,b1392,-
PaaX,paaX,b1399,paaF,b1393,-
PaaX,paaX,b1399,paaG,b1394,-
PaaX,paaX,b1399,paaH,b1395,-
PaaX,paaX,b1399,paaI,b1396,-
PaaX,paaX,b1399,paaJ,b1397,-
PaaX,paaX,b1399,paaK,b1398,-
PaaX,paaX,b1399,paaZ,b1387,-
PdhR,pdhR,b0113,aceE,b0114,-
PdhR,pdhR,b0113,aceF,b0115,-
PdhR,pdhR,b0113,cyoA,b0432,-
PdhR,pdhR,b0113,cyoB,b0431,-
PdhR,pdhR,b0113,cyoC,b0430,-
PdhR,pdhR,b0113,cyoD,b0429,-
PdhR,pdhR,b0113,cyoE,b0428,-
PdhR,pdhR,b0113,fecA,b4291,+
PdhR,pdhR,b0113,fecB,b4290,+
PdhR,pdhR,b0113,fecC,b4289,+
PdhR,pdhR,b0113,fecD,b4288,+
PdhR,pdhR,b0113,fecE,b4287,+
PdhR,pdhR,b0113,hemL,b0154,-
PdhR,pdhR,b0113,hha,b0460,-
PdhR,pdhR,b0113,lipA,b0628,-
PdhR,pdhR,b0113,lpd,b0116,-
PdhR,pdhR,b0113,ndh,b1109,-
PdhR,pdhR,b0113,pdhR,b0113,-
PdhR,pdhR,b0113,tomB,b0461,-
PdhR,pdhR,b0113,yfiD,b2579,-
PepA,pepA,b4260,carA,b0032,-
PepA,pepA,b4260,carB,b0033,-
PepA,pepA,b4260,pepA,b4260,-
PhoB,phoB,b0399,amn,b1982,+
PhoB,phoB,b0399,argP,b2916,+
PhoB,phoB,b0399,asr,b1597,+
PhoB,phoB,b0399,eda,b1850,-
PhoB,phoB,b0399,phnC,b4106,+
PhoB,phoB,b0399,phnD,b4105,+
PhoB,phoB,b0399,phnE,b4104,+
PhoB,phoB,b0399,phnF,b4102,+
PhoB,phoB,b0399,phnG,b4101,+
PhoB,phoB,b0399,phnH,b4100,+
PhoB,phoB,b0399,phnI,b4099,+
PhoB,phoB,b0399,phnJ,b4098,+
PhoB,phoB,b0399,phnK,b4097,+
PhoB,phoB,b0399,phnL,b4096,+
PhoB,phoB,b0399,phnM,b4095,+
PhoB,phoB,b0399,phnN,b4094,+
PhoB,phoB,b0399,phnO,b4093,+
PhoB,phoB,b0399,phnP,b4092,+
PhoB,phoB,b0399,phoA,b0383,+
PhoB,phoB,b0399,phoB,b0399,+
PhoB,phoB,b0399,phoE,b0241,+
PhoB,phoB,b0399,phoH,b1020,+
PhoB,phoB,b0399,phoR,b0400,+
PhoB,phoB,b0399,phoU,b3724,+
PhoB,phoB,b0399,pitB,b2987,-
PhoB,phoB,b0399,psiE,b4030,+
PhoB,phoB,b0399,psiF,b0384,+
PhoB,phoB,b0399,pstA,b3726,+
PhoB,phoB,b0399,pstB,b3725,+
PhoB,phoB,b0399,pstC,b3727,+
PhoB,phoB,b0399,pstS,b3728,+
PhoB,phoB,b0399,ugpA,b3452,+-
PhoB,phoB,b0399,ugpB,b3453,+-
PhoB,phoB,b0399,ugpC,b3450,+-
PhoB,phoB,b0399,ugpE,b3451,+-
PhoB,phoB,b0399,ugpQ,b3449,+-
PhoB,phoB,b0399,yibD,b3615,+
PhoP,phoP,b1130,acrA,b0463,-
PhoP,phoP,b1130,acrB,b0462,-
PhoP,phoP,b1130,argD,b3359,-
PhoP,phoP,b1130,borD,b0557,+
PhoP,phoP,b1130,cysB,b1275,+
PhoP,phoP,b1130,dcuD,b3227,-
PhoP,phoP,b1130,fadL,b2344,+
PhoP,phoP,b1130,gadE,b3512,+
PhoP,phoP,b1130,gadW,b3515,+
PhoP,phoP,b1130,glgA,b3429,+
PhoP,phoP,b1130,glgB,b3432,+
PhoP,phoP,b1130,glgC,b3430,+
PhoP,phoP,b1130,glgP,b3428,+
PhoP,phoP,b1130,glgX,b3431,+
PhoP,phoP,b1130,hdeA,b3510,+
PhoP,phoP,b1130,hdeB,b3509,+
PhoP,phoP,b1130,hdeD,b3511,+
PhoP,phoP,b1130,hemL,b0154,+
PhoP,phoP,b1130,iraM,b1160,+
PhoP,phoP,b1130,malS,b3571,+
PhoP,phoP,b1130,metB,b3939,+
PhoP,phoP,b1130,metL,b3940,+
PhoP,phoP,b1130,mgrB,b1826,+
PhoP,phoP,b1130,mgtA,b4242,+
PhoP,phoP,b1130,nagA,b0677,+
PhoP,phoP,b1130,ompT,b0565,+
PhoP,phoP,b1130,pagP,b0622,+
PhoP,phoP,b1130,phoP,b1130,+-
PhoP,phoP,b1130,phoQ,b1129,+-
PhoP,phoP,b1130,purD,b4005,+
PhoP,phoP,b1130,purH,b4006,+
PhoP,phoP,b1130,rstA,b1608,+
PhoP,phoP,b1130,rstB,b1609,+
PhoP,phoP,b1130,rutA,b1012,+
PhoP,phoP,b1130,rutB,b1011,+
PhoP,phoP,b1130,rutC,b1010,+
PhoP,phoP,b1130,rutD,b1009,+
PhoP,phoP,b1130,rutE,b1008,+
PhoP,phoP,b1130,rutF,b1007,+
PhoP,phoP,b1130,rutG,b1006,+
PhoP,phoP,b1130,safA,b1500,-
PhoP,phoP,b1130,slyB,b1641,+-
PhoP,phoP,b1130,tolC,b3035,+
PhoP,phoP,b1130,treR,b4241,-
PhoP,phoP,b1130,ybjG,b0841,+
PhoP,phoP,b1130,ydeO,b1499,-
PhoP,phoP,b1130,ydeP,b1501,-
PhoP,phoP,b1130,ygiA,b3036,+
PhoP,phoP,b1130,ygiB,b3037,+
PhoP,phoP,b1130,ygiC,b3038,+
PhoP,phoP,b1130,yhiD,b3508,+
PhoP,phoP,b1130,yneM,b4599,+
PhoP,phoP,b1130,yrbL,b3207,+
PrpR,prpR,b0330,prpB,b0331,+
PrpR,prpR,b0330,prpC,b0333,+
PrpR,prpR,b0330,prpD,b0334,+
PrpR,prpR,b0330,prpE,b0335,+
PrpR,prpR,b0330,prpR,b0330,-
PspF,pspF,b1303,pspA,b1304,+
PspF,pspF,b1303,pspB,b1305,+
PspF,pspF,b1303,pspC,b1306,+
PspF,pspF,b1303,pspD,b1307,+
PspF,pspF,b1303,pspE,b1308,+
PspF,pspF,b1303,pspF,b1303,-
PspF,pspF,b1303,pspG,b4050,+
PurR,purR,b1658,carA,b0032,-
PurR,purR,b1658,carB,b0033,-
PurR,purR,b1658,codA,b0337,-
PurR,purR,b1658,codB,b0336,-
PurR,purR,b1658,cvpA,b2313,-
PurR,purR,b1658,gcvH,b2904,-
PurR,purR,b1658,gcvP,b2903,-
PurR,purR,b1658,gcvT,b2905,-
PurR,purR,b1658,glnB,b2553,-
PurR,purR,b1658,glyA,b2551,-
PurR,purR,b1658,guaA,b2507,-
PurR,purR,b1658,guaB,b2508,-
PurR,purR,b1658,hflD,b1132,-
PurR,purR,b1658,prs,b1207,-
PurR,purR,b1658,purA,b4177,-
PurR,purR,b1658,purB,b1131,-
PurR,purR,b1658,purC,b2476,-
PurR,purR,b1658,purD,b4005,-
PurR,purR,b1658,purE,b0523,-
PurR,purR,b1658,purF,b2312,-
PurR,purR,b1658,purH,b4006,-
PurR,purR,b1658,purK,b0522,-
PurR,purR,b1658,purL,b2557,-
PurR,purR,b1658,purM,b2499,-
PurR,purR,b1658,purN,b2500,-
PurR,purR,b1658,purR,b1658,-
PurR,purR,b1658,pyrC,b1062,-
PurR,purR,b1658,pyrD,b0945,-
PurR,purR,b1658,speA,b2938,-
PurR,purR,b1658,speB,b2937,-
PurR,purR,b1658,ubiX,b2311,-
PutA,putA,b1014,putA,b1014,-
PutA,putA,b1014,putP,b1015,-
QseB,qseB,b3025,flhC,b1891,+
QseB,qseB,b3025,flhD,b1892,+
QseB,qseB,b3025,qseB,b3025,+
QseB,qseB,b3025,qseC,b3026,+
RbsR,rbsR,b3753,rbsA,b3749,-
RbsR,rbsR,b3753,rbsB,b3751,-
RbsR,rbsR,b3753,rbsC,b3750,-
RbsR,rbsR,b3753,rbsD,b3748,-
RbsR,rbsR,b3753,rbsK,b3752,-
RbsR,rbsR,b3753,rbsR,b3753,-
RcnR,rcnR,b2105,rcnA,b2106,-
RcnR,rcnR,b2105,rcnR,b2105,-
RcsB,rcsA,b1951,aslB,b3800,+
RcsB,rcsB,b2217,aslB,b3800,+
RcsB,gadE,b3512,aslB,b3800,+
RcsB,gadE,b3512,bdm,b1481,+
RcsB,rcsB,b2217,bdm,b1481,+
RcsB,rcsA,b1951,bdm,b1481,+
RcsB,rcsA,b1951,cadA,b4131,+
RcsB,gadE,b3512,cadA,b4131,+
RcsB,rcsB,b2217,cadA,b4131,+
RcsB,rcsA,b1951,cadB,b4132,+
RcsB,gadE,b3512,cadB,b4132,+
RcsB,rcsB,b2217,cadB,b4132,+
RcsB,rcsB,b2217,csgD,b1040,-
RcsB,gadE,b3512,csgD,b1040,-
RcsB,rcsA,b1951,csgD,b1040,-
RcsB,gadE,b3512,csgE,b1039,-
RcsB,rcsA,b1951,csgE,b1039,-
RcsB,rcsB,b2217,csgE,b1039,-
RcsB,gadE,b3512,csgF,b1038,-
RcsB,rcsB,b2217,csgF,b1038,-
RcsB,rcsA,b1951,csgF,b1038,-
RcsB,rcsA,b1951,csgG,b1037,-
RcsB,gadE,b3512,csgG,b1037,-
RcsB,rcsB,b2217,csgG,b1037,-
RcsB,gadE,b3512,dctR,b3507,+
RcsB,rcsB,b2217,dctR,b3507,+
RcsB,rcsA,b1951,dctR,b3507,+
RcsB,rcsB,b2217,flhC,b1891,-
RcsB,gadE,b3512,flhC,b1891,-
RcsB,rcsA,b1951,flhC,b1891,-
RcsB,rcsB,b2217,flhD,b1892,-
RcsB,gadE,b3512,flhD,b1892,-
RcsB,rcsA,b1951,flhD,b1892,-
RcsB,rcsA,b1951,ftsA,b0094,+
RcsB,rcsB,b2217,ftsA,b0094,+
RcsB,gadE,b3512,ftsA,b0094,+
RcsB,rcsB,b2217,ftsZ,b0095,+
RcsB,rcsA,b1951,ftsZ,b0095,+
RcsB,gadE,b3512,ftsZ,b0095,+
RcsB,rcsB,b2217,gadA,b3517,+-
RcsB,rcsA,b1951,gadA,b3517,+-
RcsB,gadE,b3512,gadA,b3517,+-
RcsB,rcsB,b2217,gadB,b1493,+
RcsB,gadE,b3512,gadB,b1493,+
RcsB,rcsA,b1951,gadB,b1493,+
RcsB,rcsA,b1951,gadC,b1492,+
RcsB,gadE,b3512,gadC,b1492,+
RcsB,rcsB,b2217,gadC,b1492,+
RcsB,rcsB,b2217,gadX,b3516,+-
RcsB,rcsA,b1951,gadX,b3516,+-
