TF,TF gene,TF BID,gene,gene BID,regulation
CRP,crp,b3357,ptsI,b2416,+-
CRP,crp,b3357,putP,b1015,-
CRP,crp,b3357,rbfA,b3167,-
CRP,crp,b3357,rbsA,b3749,+
CRP,crp,b3357,rbsB,b3751,+
CRP,crp,b3357,rbsC,b3750,+
CRP,crp,b3357,rbsD,b3748,+
CRP,crp,b3357,rbsK,b3752,+
CRP,crp,b3357,rbsR,b3753,+
CRP,crp,b3357,relA,b2784,+
CRP,crp,b3357,rhaA,b3903,+
CRP,crp,b3357,rhaB,b3904,+
CRP,crp,b3357,rhaD,b3902,+
CRP,crp,b3357,rhaR,b3906,+
CRP,crp,b3357,rhaS,b3905,+
CRP,crp,b3357,rhaT,b3907,+
CRP,crp,b3357,rimP,b3170,-
CRP,crp,b3357,rpoH,b3461,+-
CRP,crp,b3357,rpoS,b2741,?
CRP,crp,b3357,rpsO,b3165,-
CRP,crp,b3357,sbmC,b2009,+
CRP,crp,b3357,sdhA,b0723,+
CRP,crp,b3357,sdhB,b0724,+
CRP,crp,b3357,sdhC,b0721,+
CRP,crp,b3357,sdhD,b0722,+
CRP,crp,b3357,serA,b2913,+
CRP,crp,b3357,serC,b0907,-
CRP,crp,b3357,sfsA,b0146,+
CRP,crp,b3357,sgbE,b3583,+?
CRP,crp,b3357,sgbH,b3581,+?
CRP,crp,b3357,sgbU,b3582,+?
CRP,crp,b3357,sodA,b3908,+
CRP,crp,b3357,sodB,b1656,-
CRP,crp,b3357,sohB,b1272,-
CRP,crp,b3357,speC,b2965,-
CRP,crp,b3357,spf,b3864,-
CRP,crp,b3357,srlA,b2702,+
CRP,crp,b3357,srlB,b2704,+
CRP,crp,b3357,srlD,b2705,+
CRP,crp,b3357,srlE,b2703,+
CRP,crp,b3357,srlR,b2707,+
CRP,crp,b3357,sucA,b0726,+
CRP,crp,b3357,sucB,b0727,+
CRP,crp,b3357,sucC,b0728,+
CRP,crp,b3357,sucD,b0729,+
CRP,crp,b3357,tam,b1519,+
CRP,crp,b3357,tdcA,b3118,+
CRP,crp,b3357,tdcB,b3117,+
CRP,crp,b3357,tdcC,b3116,+
CRP,crp,b3357,tdcD,b3115,+
CRP,crp,b3357,tdcE,b3114,+
CRP,crp,b3357,tdcF,b3113,+
CRP,crp,b3357,tdcG,b4471,+
CRP,crp,b3357,tnaA,b3708,+
CRP,crp,b3357,tnaB,b3709,+
CRP,crp,b3357,tnaC,b3707,+
CRP,crp,b3357,treB,b4240,-?
CRP,crp,b3357,treC,b4239,-?
CRP,crp,b3357,trg,b1421,+
CRP,crp,b3357,truB,b3166,-
CRP,crp,b3357,trxA,b3781,-
CRP,crp,b3357,tsx,b0411,+-
CRP,crp,b3357,ubiG,b2232,+
CRP,crp,b3357,udp,b3831,+-
CRP,crp,b3357,ugpA,b3452,+
CRP,crp,b3357,ugpB,b3453,+
CRP,crp,b3357,ugpC,b3450,+
CRP,crp,b3357,ugpE,b3451,+
CRP,crp,b3357,ugpQ,b3449,+
CRP,crp,b3357,uhpT,b3666,+
CRP,crp,b3357,uidA,b1617,+
CRP,crp,b3357,uidB,b1616,+
CRP,crp,b3357,uidC,b1615,+
CRP,crp,b3357,ulaA,b4193,+
CRP,crp,b3357,ulaB,b4194,+
CRP,crp,b3357,ulaC,b4195,+
CRP,crp,b3357,ulaD,b4196,+
CRP,crp,b3357,ulaE,b4197,+
CRP,crp,b3357,ulaF,b4198,+
CRP,crp,b3357,uxaA,b3091,+
CRP,crp,b3357,uxaB,b1521,+
CRP,crp,b3357,uxaC,b3092,+
CRP,crp,b3357,uxuA,b4322,+
CRP,crp,b3357,uxuB,b4323,+
CRP,crp,b3357,uxuR,b4324,+
CRP,crp,b3357,xseA,b2509,-
CRP,crp,b3357,xylA,b3565,+
CRP,crp,b3357,xylB,b3564,+
CRP,crp,b3357,xylF,b3566,+
CRP,crp,b3357,xylG,b3567,+
CRP,crp,b3357,xylH,b3568,+
CRP,crp,b3357,xylR,b3569,+
CRP,crp,b3357,ychH,b1205,+
CRP,crp,b3357,yfiD,b2579,+
CRP,crp,b3357,yhcH,b3221,+
CRP,crp,b3357,yhfA,b3356,+-
CRP,crp,b3357,yiaJ,b3574,-
CRP,crp,b3357,yiaK,b3575,+?
CRP,crp,b3357,yiaL,b3576,+?
CRP,crp,b3357,yiaM,b3577,+?
CRP,crp,b3357,yiaN,b3578,+?
CRP,crp,b3357,yiaO,b3579,+?
CRP,crp,b3357,yjcH,b4068,+
CRP,crp,b3357,ykgR,b4671,+
CRP,crp,b3357,ynfK,b1593,+
CRP,crp,b3357,zraR,b4004,+
CRP,crp,b3357,zraS,b4003,+
CadC,cadC,b4133,cadA,b4131,+
CadC,cadC,b4133,cadB,b4132,+
CadC,cadC,b4133,cadC,b4133,+
CaiF,caiF,b0034,caiA,b0039,+
CaiF,caiF,b0034,caiB,b0038,+
CaiF,caiF,b0034,caiC,b0037,+
CaiF,caiF,b0034,caiD,b0036,+
CaiF,caiF,b0034,caiE,b0035,+
CaiF,caiF,b0034,caiT,b0040,+
CaiF,caiF,b0034,fixA,b0041,+
CaiF,caiF,b0034,fixB,b0042,+
CaiF,caiF,b0034,fixC,b0043,+
CaiF,caiF,b0034,fixX,b0044,+
Cbl,cbl,b1987,ssuA,b0936,+
Cbl,cbl,b1987,ssuB,b0933,+
Cbl,cbl,b1987,ssuC,b0934,+
Cbl,cbl,b1987,ssuD,b0935,+
Cbl,cbl,b1987,ssuE,b0937,+
Cbl,cbl,b1987,tauA,b0365,+
Cbl,cbl,b1987,tauB,b0366,+
Cbl,cbl,b1987,tauC,b0367,+
Cbl,cbl,b1987,tauD,b0368,+
CdaR,cdaR,b0162,cdaR,b0162,+
CdaR,cdaR,b0162,garD,b3128,+
CdaR,cdaR,b0162,garK,b3124,+
CdaR,cdaR,b0162,garL,b3126,+
CdaR,cdaR,b0162,garP,b3127,+
CdaR,cdaR,b0162,garR,b3125,+
CdaR,cdaR,b0162,gudD,b2787,+
CdaR,cdaR,b0162,gudP,b2789,+
CdaR,cdaR,b0162,gudX,b2788,+
CdaR,cdaR,b0162,rnpB,b3123,+
ChbR,chbR,b1735,chbA,b1736,+-
ChbR,chbR,b1735,chbB,b1738,+-
ChbR,chbR,b1735,chbC,b1737,+-
ChbR,chbR,b1735,chbF,b1734,+-
ChbR,chbR,b1735,chbG,b1733,+-
ChbR,chbR,b1735,chbR,b1735,+-
CpxR,cpxR,b3912,acrD,b2470,+
CpxR,cpxR,b3912,aroG,b0754,+
CpxR,cpxR,b3912,bacA,b3057,+
CpxR,cpxR,b3912,baeR,b2079,+
CpxR,cpxR,b3912,baeS,b2078,+
CpxR,cpxR,b3912,cheA,b1888,-
CpxR,cpxR,b3912,cheW,b1887,-
CpxR,cpxR,b3912,cpxA,b3911,+
CpxR,cpxR,b3912,cpxP,b4484,+
CpxR,cpxR,b3912,cpxR,b3912,+
CpxR,cpxR,b3912,csgA,b1042,-
CpxR,cpxR,b3912,csgB,b1041,-
CpxR,cpxR,b3912,csgC,b1043,-
CpxR,cpxR,b3912,csgD,b1040,-
CpxR,cpxR,b3912,csgE,b1039,-
CpxR,cpxR,b3912,csgF,b1038,-
CpxR,cpxR,b3912,csgG,b1037,-
CpxR,cpxR,b3912,degP,b0161,+
CpxR,cpxR,b3912,dsbA,b3860,+
CpxR,cpxR,b3912,dsbC,b2893,+
CpxR,cpxR,b3912,fabZ,b0180,+
CpxR,cpxR,b3912,ftnB,b1902,+
CpxR,cpxR,b3912,hha,b0460,+
CpxR,cpxR,b3912,hlpA,b0178,+
CpxR,cpxR,b3912,lpxA,b0181,+
CpxR,cpxR,b3912,lpxD,b0179,+
CpxR,cpxR,b3912,mdtA,b2074,+
CpxR,cpxR,b3912,mdtB,b2075,+
CpxR,cpxR,b3912,mdtC,b2076,+
CpxR,cpxR,b3912,mdtD,b2077,+
CpxR,cpxR,b3912,motA,b1890,-
CpxR,cpxR,b3912,motB,b1889,-
CpxR,cpxR,b3912,mzrA,b3096,+
CpxR,cpxR,b3912,ompC,b2215,+
CpxR,cpxR,b3912,ompF,b0929,-
CpxR,cpxR,b3912,ppiA,b3363,+
CpxR,cpxR,b3912,ppiD,b0441,+
CpxR,cpxR,b3912,psd,b4160,-
CpxR,cpxR,b3912,rdoA,b3859,+
CpxR,cpxR,b3912,rpoE,b2573,-
CpxR,cpxR,b3912,rpoH,b3461,+
CpxR,cpxR,b3912,rseA,b2572,-
CpxR,cpxR,b3912,rseB,b2571,-
CpxR,cpxR,b3912,rseC,b2570,-
CpxR,cpxR,b3912,smpA,b2617,-
CpxR,cpxR,b3912,spy,b1743,+
CpxR,cpxR,b3912,tomB,b0461,+
CpxR,cpxR,b3912,tsr,b4355,-
CpxR,cpxR,b3912,ung,b2580,-
CpxR,cpxR,b3912,yccA,b0970,+
CpxR,cpxR,b3912,ycfS,b1113,+
CpxR,cpxR,b3912,ydeH,b1535,+
CpxR,cpxR,b3912,yebE,b1846,+
CpxR,cpxR,b3912,yidQ,b3688,+
CpxR,cpxR,b3912,yjeP,b4159,-
CpxR,cpxR,b3912,yqjA,b3095,+
CreB,creB,b4398,creD,b4400,+
CsgD,csgD,b1040,adrA,b0385,+
CsgD,csgD,b1040,csgA,b1042,+
CsgD,csgD,b1040,csgB,b1041,+
CsgD,csgD,b1040,csgC,b1043,+
CsgD,csgD,b1040,csgD,b1040,+
CsgD,csgD,b1040,csgE,b1039,+
CsgD,csgD,b1040,csgF,b1038,+
CsgD,csgD,b1040,csgG,b1037,+
CsgD,csgD,b1040,iraP,b0382,+
CsgD,csgD,b1040,pepD,b0237,-
CsiR,csiR,b2664,csiD,b2659,-
CsiR,csiR,b2664,gabD,b2661,-
CsiR,csiR,b2664,gabP,b2663,-
CsiR,csiR,b2664,gabT,b2662,-
CsiR,csiR,b2664,lhgO,b2660,-
CspA,cspA,b3556,gyrA,b2231,+
CspA,cspA,b3556,hns,b1237,+
CueR,cueR,b0487,copA,b0484,+
CueR,cueR,b0487,cueO,b0123,+
CueR,cueR,b0487,moaA,b0781,-
CueR,cueR,b0487,moaB,b0782,-
CueR,cueR,b0487,moaC,b0783,-
CueR,cueR,b0487,moaD,b0784,-
CueR,cueR,b0487,moaE,b0785,-
CusR,cusR,b0571,cusA,b0575,+
CusR,cusR,b0571,cusB,b0574,+
CusR,cusR,b0571,cusC,b0572,+
CusR,cusR,b0571,cusF,b0573,+
CusR,cusR,b0571,cusR,b0571,+
CusR,cusR,b0571,cusS,b0570,+
CynR,cynR,b0338,cynR,b0338,-
CynR,cynR,b0338,cynS,b0340,+
CynR,cynR,b0338,cynT,b0339,+
CynR,cynR,b0338,cynX,b0341,+
CysB,cysB,b1275,cbl,b1987,+
CysB,cysB,b1275,cysA,b2422,+
CysB,cysB,b1275,cysB,b1275,-
CysB,cysB,b1275,cysC,b2750,+
CysB,cysB,b1275,cysD,b2752,+
CysB,cysB,b1275,cysH,b2762,+
CysB,cysB,b1275,cysI,b2763,+
CysB,cysB,b1275,cysJ,b2764,+
CysB,cysB,b1275,cysK,b2414,+
CysB,cysB,b1275,cysM,b2421,+
CysB,cysB,b1275,cysN,b2751,+
CysB,cysB,b1275,cysP,b2425,+
CysB,cysB,b1275,cysU,b2424,+
CysB,cysB,b1275,cysW,b2423,+
CysB,cysB,b1275,hslJ,b1379,-
CysB,cysB,b1275,ssuA,b0936,-
CysB,cysB,b1275,ssuB,b0933,-
CysB,cysB,b1275,ssuC,b0934,-
CysB,cysB,b1275,ssuD,b0935,-
CysB,cysB,b1275,ssuE,b0937,-
CysB,cysB,b1275,tauA,b0365,+
CysB,cysB,b1275,tauB,b0366,+
CysB,cysB,b1275,tauC,b0367,+
CysB,cysB,b1275,tauD,b0368,+
CytR,cytR,b3934,cdd,b2143,-
CytR,cytR,b3934,cytR,b3934,-
CytR,cytR,b3934,deoA,b4382,-
CytR,cytR,b3934,deoB,b4383,-
CytR,cytR,b3934,deoC,b4381,-
CytR,cytR,b3934,deoD,b4384,-
CytR,cytR,b3934,nupC,b2393,-
CytR,cytR,b3934,nupG,b2964,-
CytR,cytR,b3934,ppiA,b3363,-
CytR,cytR,b3934,rpoH,b3461,-
CytR,cytR,b3934,tsx,b0411,-
CytR,cytR,b3934,udp,b3831,-
Dan,ttdR,b3060,ttdA,b3061,+
Dan,ttdR,b3060,ttdB,b3062,+
Dan,ttdR,b3060,ttdT,b3063,+
DcuR,dcuR,b4124,dctA,b3528,+
DcuR,dcuR,b4124,dcuB,b4123,+
DcuR,dcuR,b4124,frdA,b4154,+
DcuR,dcuR,b4124,frdB,b4153,+
DcuR,dcuR,b4124,frdC,b4152,+
DcuR,dcuR,b4124,frdD,b4151,+
DcuR,dcuR,b4124,fumB,b4122,+
DeoR,deoR,b0840,deoA,b4382,-
DeoR,deoR,b0840,deoB,b4383,-
DeoR,deoR,b0840,deoC,b4381,-
DeoR,deoR,b0840,deoD,b4384,-
DeoR,deoR,b0840,nupG,b2964,-
DeoR,deoR,b0840,tsx,b0411,-
DgsA,dgsA,b1594,crr,b2417,-
DgsA,dgsA,b1594,dgsA,b1594,-
DgsA,dgsA,b1594,malT,b3418,-
DgsA,dgsA,b1594,manX,b1817,-
DgsA,dgsA,b1594,manY,b1818,-
DgsA,dgsA,b1594,manZ,b1819,-
DgsA,dgsA,b1594,ptsG,b1101,-
DgsA,dgsA,b1594,ptsH,b2415,-
DgsA,dgsA,b1594,ptsI,b2416,-
DgsA,dgsA,b1594,ynfK,b1593,-
DhaR,dhaR,b1201,dhaK,b1200,+
DhaR,dhaR,b1201,dhaL,b1199,+
DhaR,dhaR,b1201,dhaM,b1198,+
DhaR,dhaR,b1201,dhaR,b1201,-
DicA,dicA,b1570,dicB,b1575,-
DicA,dicA,b1570,ydfD,b1576,-
DnaA,dnaA,b3702,aldA,b1415,-
DnaA,dnaA,b3702,dnaA,b3702,-
DnaA,dnaA,b3702,dnaN,b3701,-
DnaA,dnaA,b3702,guaA,b2507,-
DnaA,dnaA,b3702,guaB,b2508,-
DnaA,dnaA,b3702,nrdA,b2234,+-
DnaA,dnaA,b3702,nrdB,b2235,+-
DnaA,dnaA,b3702,polA,b3863,+
DnaA,dnaA,b3702,recF,b3700,-
DnaA,dnaA,b3702,rpoH,b3461,-
DnaA,dnaA,b3702,yjeV,b4670,-
DpiA,dpiA,b0620,appY,b0564,-
DpiA,dpiA,b0620,citC,b0618,+
DpiA,dpiA,b0620,citD,b0617,+
DpiA,dpiA,b0620,citE,b0616,+
DpiA,dpiA,b0620,citF,b0615,+
DpiA,dpiA,b0620,citG,b0613,+
DpiA,dpiA,b0620,citX,b0614,+
DpiA,dpiA,b0620,dpiA,b0620,+
DpiA,dpiA,b0620,dpiB,b0619,+
DpiA,dpiA,b0620,exuT,b3093,+
DpiA,dpiA,b0620,mdh,b3236,+
DsdC,dsdC,b2364,dsdA,b2366,+
DsdC,dsdC,b2364,dsdC,b2364,-
DsdC,dsdC,b2364,dsdX,b2365,+
EnvR,envR,b3264,acrA,b0463,-
EnvR,envR,b3264,acrB,b0462,-
EnvY,envY,b0566,ompC,b2215,+
EnvY,envY,b0566,ompF,b0929,+
EvgA,evgA,b2369,acrD,b2470,+
EvgA,evgA,b2369,emrK,b2368,+
EvgA,evgA,b2369,emrY,b2367,+
EvgA,evgA,b2369,evgA,b2369,+
EvgA,evgA,b2369,evgS,b2370,+
EvgA,evgA,b2369,frc,b2374,+
EvgA,evgA,b2369,gadE,b3512,+
EvgA,evgA,b2369,mdtE,b3513,+
EvgA,evgA,b2369,mdtF,b3514,+
EvgA,evgA,b2369,safA,b1500,+
EvgA,evgA,b2369,ydeO,b1499,+
EvgA,evgA,b2369,ydeP,b1501,+
EvgA,evgA,b2369,yegR,b2085,+
EvgA,evgA,b2369,yfdX,b2375,+
ExuR,exuR,b3094,exuR,b3094,-
ExuR,exuR,b3094,exuT,b3093,-
ExuR,exuR,b3094,uxaA,b3091,-
ExuR,exuR,b3094,uxaB,b1521,-
ExuR,exuR,b3094,uxaC,b3092,-
ExuR,exuR,b3094,uxuA,b4322,-
ExuR,exuR,b3094,uxuB,b4323,-
ExuR,exuR,b3094,uxuR,b4324,-
FNR,fnr,b1334,aceE,b0114,+-
FNR,fnr,b1334,aceF,b0115,+-
FNR,fnr,b1334,ackA,b2296,+
FNR,fnr,b1334,acnA,b1276,-
FNR,fnr,b1334,acrE,b3265,+
FNR,fnr,b1334,acrF,b3266,+
FNR,fnr,b1334,adhE,b1241,+
FNR,fnr,b1334,aer,b3072,+
FNR,fnr,b1334,aldA,b1415,-
FNR,fnr,b1334,ansB,b2957,+
FNR,fnr,b1334,arcA,b4401,+-
FNR,fnr,b1334,argK,b2918,+
FNR,fnr,b1334,aspA,b4139,+
FNR,fnr,b1334,bcsB,b3532,+
FNR,fnr,b1334,bcsZ,b3531,+
FNR,fnr,b1334,cadC,b4133,+
FNR,fnr,b1334,caiA,b0039,+
FNR,fnr,b1334,caiB,b0038,+
FNR,fnr,b1334,caiC,b0037,+
FNR,fnr,b1334,caiD,b0036,+
FNR,fnr,b1334,caiE,b0035,+
FNR,fnr,b1334,caiF,b0034,+
FNR,fnr,b1334,caiT,b0040,+
FNR,fnr,b1334,ccmA,b2201,+
FNR,fnr,b1334,ccmB,b2200,+
FNR,fnr,b1334,ccmC,b2199,+
FNR,fnr,b1334,ccmD,b2198,+
FNR,fnr,b1334,ccmE,b2197,+
FNR,fnr,b1334,ccmF,b2196,+
FNR,fnr,b1334,ccmG,b2195,+
FNR,fnr,b1334,ccmH,b2194,+
FNR,fnr,b1334,cheB,b1883,+
FNR,fnr,b1334,cheR,b1884,+
FNR,fnr,b1334,cheY,b1882,+
FNR,fnr,b1334,cheZ,b1881,+
FNR,fnr,b1334,cydA,b0733,+-
FNR,fnr,b1334,cydB,b0734,+-
FNR,fnr,b1334,cydC,b0886,+
FNR,fnr,b1334,cydD,b0887,+
FNR,fnr,b1334,cyoA,b0432,-
FNR,fnr,b1334,cyoB,b0431,-
FNR,fnr,b1334,cyoC,b0430,-
FNR,fnr,b1334,cyoD,b0429,-
FNR,fnr,b1334,cyoE,b0428,-
FNR,fnr,b1334,cysG,b3368,+
FNR,fnr,b1334,dcuA,b4138,+
FNR,fnr,b1334,dcuB,b4123,+
FNR,fnr,b1334,dcuC,b0621,+
FNR,fnr,b1334,dcuR,b4124,+
FNR,fnr,b1334,dcuS,b4125,+
FNR,fnr,b1334,dmsA,b0894,+
FNR,fnr,b1334,dmsB,b0895,+
FNR,fnr,b1334,dmsC,b0896,+
FNR,fnr,b1334,dmsD,b1591,+
FNR,fnr,b1334,dppA,b3544,-
FNR,fnr,b1334,dppB,b3543,-
FNR,fnr,b1334,dppC,b3542,-
FNR,fnr,b1334,dppD,b3541,-
FNR,fnr,b1334,dppF,b3540,-
FNR,fnr,b1334,emrK,b2368,+
FNR,fnr,b1334,emrY,b2367,+
FNR,fnr,b1334,entF,b0586,+
FNR,fnr,b1334,fdhF,b4079,+
FNR,fnr,b1334,fdnG,b1474,+-
FNR,fnr,b1334,fdnH,b1475,+-
FNR,fnr,b1334,fdnI,b1476,+-
FNR,fnr,b1334,feoA,b3408,+
FNR,fnr,b1334,feoB,b3409,+
FNR,fnr,b1334,feoC,b3410,+
FNR,fnr,b1334,fepE,b0587,+
FNR,fnr,b1334,fes,b0585,+
FNR,fnr,b1334,fhlA,b2731,+
FNR,fnr,b1334,fixA,b0041,+
FNR,fnr,b1334,fixB,b0042,+
FNR,fnr,b1334,fixC,b0043,+
FNR,fnr,b1334,fixX,b0044,+
FNR,fnr,b1334,fnr,b1334,-
FNR,fnr,b1334,focA,b0904,+
FNR,fnr,b1334,focB,b2492,-
FNR,fnr,b1334,frdA,b4154,+
FNR,fnr,b1334,frdB,b4153,+
FNR,fnr,b1334,frdC,b4152,+
FNR,fnr,b1334,frdD,b4151,+
FNR,fnr,b1334,fumA,b1612,-
FNR,fnr,b1334,fumB,b4122,+
FNR,fnr,b1334,gadA,b3517,-
FNR,fnr,b1334,gadW,b3515,-
FNR,fnr,b1334,gadX,b3516,-
FNR,fnr,b1334,garK,b3124,+
FNR,fnr,b1334,garL,b3126,+
FNR,fnr,b1334,garP,b3127,+
FNR,fnr,b1334,garR,b3125,+
FNR,fnr,b1334,gcvH,b2904,+
FNR,fnr,b1334,gcvP,b2903,+
FNR,fnr,b1334,gcvT,b2905,+
FNR,fnr,b1334,glpA,b2241,+
FNR,fnr,b1334,glpB,b2242,+
FNR,fnr,b1334,glpC,b2243,+
FNR,fnr,b1334,glpQ,b2239,+
FNR,fnr,b1334,glpT,b2240,+
FNR,fnr,b1334,gltB,b3212,-
FNR,fnr,b1334,gltD,b3213,-
FNR,fnr,b1334,gltF,b3214,-
FNR,fnr,b1334,hcp,b0873,+
FNR,fnr,b1334,hcr,b0872,+
FNR,fnr,b1334,hemA,b1210,-
FNR,fnr,b1334,hlyE,b1182,+
FNR,fnr,b1334,hmp,b2552,-
FNR,fnr,b1334,hyfA,b2481,-
FNR,fnr,b1334,hyfB,b2482,-
FNR,fnr,b1334,hyfC,b2483,-
FNR,fnr,b1334,hyfD,b2484,-
FNR,fnr,b1334,hyfE,b2485,-
FNR,fnr,b1334,hyfF,b2486,-
FNR,fnr,b1334,hyfG,b2487,-
FNR,fnr,b1334,hyfH,b2488,-
FNR,fnr,b1334,hyfI,b2489,-
FNR,fnr,b1334,hyfJ,b2490,-
FNR,fnr,b1334,hyfR,b2491,-
FNR,fnr,b1334,hypB,b2727,+
FNR,fnr,b1334,hypC,b2728,+
FNR,fnr,b1334,hypD,b2729,+
FNR,fnr,b1334,hypE,b2730,+
FNR,fnr,b1334,iraD,b4326,+
FNR,fnr,b1334,iraM,b1160,+
FNR,fnr,b1334,katG,b3942,+
FNR,fnr,b1334,lpd,b0116,+-
FNR,fnr,b1334,malP,b3417,+
FNR,fnr,b1334,malQ,b3416,+
FNR,fnr,b1334,moaA,b0781,+
FNR,fnr,b1334,moaB,b0782,+
FNR,fnr,b1334,moaC,b0783,+
FNR,fnr,b1334,moaD,b0784,+
FNR,fnr,b1334,moaE,b0785,+
FNR,fnr,b1334,moeA,b0827,-
FNR,fnr,b1334,moeB,b0826,-
FNR,fnr,b1334,napA,b2206,+
FNR,fnr,b1334,napB,b2203,+
FNR,fnr,b1334,napC,b2202,+
FNR,fnr,b1334,napD,b2207,+
FNR,fnr,b1334,napF,b2208,+
FNR,fnr,b1334,napG,b2205,+
FNR,fnr,b1334,napH,b2204,+
FNR,fnr,b1334,narG,b1224,+
FNR,fnr,b1334,narH,b1225,+
FNR,fnr,b1334,narI,b1227,+
FNR,fnr,b1334,narJ,b1226,+
FNR,fnr,b1334,narK,b1223,+
FNR,fnr,b1334,narL,b1221,-
FNR,fnr,b1334,narX,b1222,-
FNR,fnr,b1334,ndh,b1109,-
FNR,fnr,b1334,nikA,b3476,+
FNR,fnr,b1334,nikB,b3477,+
FNR,fnr,b1334,nikC,b3478,+
FNR,fnr,b1334,nikD,b3479,+
FNR,fnr,b1334,nikE,b3480,+
FNR,fnr,b1334,nikR,b3481,+
FNR,fnr,b1334,nirB,b3365,+
FNR,fnr,b1334,nirC,b3367,+
FNR,fnr,b1334,nirD,b3366,+
FNR,fnr,b1334,norV,b2710,-
FNR,fnr,b1334,norW,b2711,-
FNR,fnr,b1334,nrdD,b4238,+
FNR,fnr,b1334,nrdG,b4237,+
FNR,fnr,b1334,nrfA,b4070,+
FNR,fnr,b1334,nrfB,b4071,+
FNR,fnr,b1334,nrfC,b4072,+
FNR,fnr,b1334,nrfD,b4073,+
FNR,fnr,b1334,nrfE,b4074,+
FNR,fnr,b1334,nrfF,b4075,+
FNR,fnr,b1334,nrfG,b4076,+
FNR,fnr,b1334,nuoA,b2288,-
FNR,fnr,b1334,nuoB,b2287,-
FNR,fnr,b1334,nuoC,b2286,-
FNR,fnr,b1334,nuoE,b2285,-
FNR,fnr,b1334,nuoF,b2284,-
FNR,fnr,b1334,nuoG,b2283,-
FNR,fnr,b1334,nuoH,b2282,-
FNR,fnr,b1334,nuoI,b2281,-
FNR,fnr,b1334,nuoJ,b2280,-
FNR,fnr,b1334,nuoK,b2279,-
FNR,fnr,b1334,nuoL,b2278,-
FNR,fnr,b1334,nuoM,b2277,-
FNR,fnr,b1334,nuoN,b2276,-
FNR,fnr,b1334,ompW,b1256,+
FNR,fnr,b1334,ompX,b0814,-
FNR,fnr,b1334,pdhR,b0113,+-
FNR,fnr,b1334,pepT,b1127,+
FNR,fnr,b1334,pflB,b0903,+
FNR,fnr,b1334,pheM,b1715,-
FNR,fnr,b1334,phoU,b3724,+
FNR,fnr,b1334,pitA,b3493,+
FNR,fnr,b1334,prfA,b1211,-
FNR,fnr,b1334,prmC,b1212,-
FNR,fnr,b1334,pstA,b3726,+
FNR,fnr,b1334,pstB,b3725,+
FNR,fnr,b1334,pstC,b3727,+
FNR,fnr,b1334,pstS,b3728,+
FNR,fnr,b1334,purM,b2499,-
FNR,fnr,b1334,purN,b2500,-
FNR,fnr,b1334,puuA,b1297,-
FNR,fnr,b1334,rimM,b2608,-
FNR,fnr,b1334,rnpB,b3123,+
FNR,fnr,b1334,rplB,b3317,+
FNR,fnr,b1334,rplC,b3320,+
FNR,fnr,b1334,rplD,b3319,+
FNR,fnr,b1334,rplM,b3231,-
FNR,fnr,b1334,rplP,b3313,+
FNR,fnr,b1334,rplS,b2606,-
FNR,fnr,b1334,rplT,b1716,-
FNR,fnr,b1334,rplV,b3315,+
FNR,fnr,b1334,rplW,b3318,+
FNR,fnr,b1334,rpmC,b3312,+
FNR,fnr,b1334,rpsC,b3314,+
FNR,fnr,b1334,rpsI,b3230,-
FNR,fnr,b1334,rpsJ,b3321,+
FNR,fnr,b1334,rpsP,b2609,-
FNR,fnr,b1334,rpsQ,b3311,+
FNR,fnr,b1334,rpsS,b3316,+
FNR,fnr,b1334,scpA,b2917,+
FNR,fnr,b1334,scpB,b2919,+
FNR,fnr,b1334,scpC,b2920,+
FNR,fnr,b1334,sdhA,b0723,-
FNR,fnr,b1334,sdhB,b0724,-
FNR,fnr,b1334,sdhC,b0721,-
FNR,fnr,b1334,sdhD,b0722,-
FNR,fnr,b1334,sodA,b3908,-
FNR,fnr,b1334,ssuA,b0936,+
FNR,fnr,b1334,ssuB,b0933,+
FNR,fnr,b1334,ssuC,b0934,+
FNR,fnr,b1334,ssuD,b0935,+
FNR,fnr,b1334,ssuE,b0937,+
FNR,fnr,b1334,sucA,b0726,-
FNR,fnr,b1334,sucB,b0727,-
FNR,fnr,b1334,sucC,b0728,-
FNR,fnr,b1334,sucD,b0729,-
FNR,fnr,b1334,tap,b1885,+
FNR,fnr,b1334,tar,b1886,+
FNR,fnr,b1334,tdcA,b3118,+
FNR,fnr,b1334,tdcB,b3117,+
FNR,fnr,b1334,tdcC,b3116,+
FNR,fnr,b1334,tdcD,b3115,+
FNR,fnr,b1334,tdcE,b3114,+
FNR,fnr,b1334,tdcF,b3113,+
FNR,fnr,b1334,tdcG,b4471,+
FNR,fnr,b1334,tpx,b1324,-
FNR,fnr,b1334,trmD,b2607,-
FNR,fnr,b1334,ubiA,b4040,-
FNR,fnr,b1334,ubiC,b4039,-
FNR,fnr,b1334,upp,b2498,+
FNR,fnr,b1334,uraA,b2497,+
FNR,fnr,b1334,uxaA,b3091,+
FNR,fnr,b1334,uxaC,b3092,+
FNR,fnr,b1334,xdhA,b2866,+
FNR,fnr,b1334,xdhB,b2867,+
FNR,fnr,b1334,xdhC,b2868,+
FNR,fnr,b1334,ybdN,b0602,+
FNR,fnr,b1334,ybdZ,b4511,+
FNR,fnr,b1334,ycaC,b0897,-
FNR,fnr,b1334,ychO,b1220,-
FNR,fnr,b1334,ydeJ,b1537,+
