REF,GSM820823,GSM820824,GSM820825,GSM820826,GSM820827,GSM820828,GSM820829,GSM820830,GSM820831,GSM820832,GSM820833,GSM820834,GSM820835,GSM820836,GSM820837,GSM820838,GSM820839,GSM820840,GSM820841,GSM820842,GSM820843,GSM820844,GSM820845,GSM820846,GSM820847,GSM820848,GSM820849,GSM820850,GSM820851,GSM820852,GSM820853,GSM820854,GSM820855,GSM820856,GSM820857,GSM820858,GSM820859,GSM820860,GSM820861,GSM820862,GSM820863,GSM820864,GSM820865,GSM820866,GSM820867,GSM820868,GSM820869,GSM820870,GSM820871,GSM820872,GSM820873,GSM820874,GSM820875,GSM820876,GSM820877,GSM820878,GSM820879,GSM820880,GSM820881,GSM820882,GSM820883,GSM820884,GSM820885,GSM820886,GSM820887,GSM820888,GSM820889,GSM820890,GSM820891,GSM820892,GSM820893,GSM820894,GSM820895,GSM820896,GSM820897,GSM820898,GSM820899,GSM820900,GSM820901,GSM820902,GSM820903,GSM820904,GSM820905,GSM820906,GSM820907,GSM820908,GSM820909,GSM820910,GSM820911,GSM820912,GSM820913,GSM820914,GSM820915,GSM820916,GSM820917,GSM820918
b0089,7.572985,7.656688,7.749797,7.039049,7.238626,7.32687,7.165023,6.910442,7.222018,6.81727,7.043381,6.885203,7.319521,6.308163,7.012638,7.061438,6.82608,7.661615,7.614921,7.716749,7.31722,7.033763,6.716899,7.044384,6.889997,7.667979,7.617373,7.402727,7.225038,7.115965,7.30268,7.452268,6.890671,7.562622,7.393109,7.204501,7.700352,7.224321,7.758496,8.505279,7.724562,7.076742,7.439232,7.971872,7.745382,6.699076,8.159676,7.838195,7.223138,5.95835,5.529023,6.041565,6.807331,6.012329,6.237867,6.849971,7.291087,6.333395,5.790343,6.274533,5.772499,6.691686,6.846343,6.788297,6.802917,6.905512,6.858529,6.771651,7.039068,6.764985,6.415836,6.190173,6.685531,6.750701,6.884114,7.324131,7.034489,6.896639,6.940289,6.385249,6.849862,6.800828,7.226596,6.713092,6.528075,6.262776,6.202785,6.841084,6.965355,6.857026,7.146632,6.894089,7.064298,7.047303,7.365309,7.493702
b0090,8.146493,8.16187,8.170025,8.066208,8.314808,8.098314,8.050872,7.898957,8.185215,8.180242,8.063718,8.132398,8.484972,8.333237,8.240276,8.327494,7.998941,8.304508,8.166435,8.107671,8.078864,8.158133,8.154725,8.402901,8.354717,8.272569,8.115734,8.405984,8.133888,8.193989,8.462531,7.878787,8.136361,8.051823,8.068725,8.117046,8.152513,8.483319,8.577928,8.701261,8.143876,8.190052,8.167038,8.417434,8.352585,7.960892,8.377943,8.222613,8.273126,7.867859,7.205563,7.576222,7.917819,7.461419,7.624152,8.342854,8.411622,8.236878,7.776951,7.987642,7.596821,8.605587,8.405118,8.779249,8.044186,8.330957,8.089348,8.766056,8.568574,7.101788,8.027218,7.67641,8.060417,8.562472,7.760993,7.524174,8.09698,8.509662,8.549566,7.589444,7.974362,7.839962,7.803061,8.470501,8.467925,8.538931,7.863433,8.029433,8.426597,8.303909,8.469394,8.006785,8.370342,8.043763,8.191161,8.141279
b0091,8.295539,8.345378,8.376699,8.137258,8.41269,8.438257,8.369733,8.119277,8.575734,8.047658,8.051238,8.241857,8.441755,8.251323,8.181265,8.156165,7.836008,8.375252,8.408055,8.311847,8.313352,8.118835,8.480781,8.524756,8.472934,8.33392,8.286458,8.416236,8.25372,8.165299,8.562105,8.343084,8.40437,8.317058,8.35068,8.336372,8.414285,8.557993,8.334881,8.746304,8.400835,8.264025,8.339101,8.625042,8.667202,8.186429,8.530803,8.383662,8.269614,7.589258,7.785024,7.298786,7.790992,7.376614,7.830224,8.25018,8.466083,8.11041,8.197891,8.044225,7.859628,8.751786,8.389955,8.64746,8.097842,8.390775,8.095559,8.435181,8.733482,6.949004,8.014514,7.506916,8.020392,8.381873,8.080891,7.925192,8.203355,8.760479,8.810948,7.51695,8.38587,8.076838,8.021831,9.151981,8.739725,8.599407,7.8735,7.886641,8.59276,8.543373,8.458119,8.051723,8.43224,8.307128,8.323409,8.410526
b0092,9.081474,9.14055,9.011749,8.476024,9.048335,8.903808,8.942304,8.697843,8.532577,8.592334,8.599391,8.514158,8.95387,8.258272,8.680798,8.696989,8.049733,8.702629,8.471036,8.749584,8.744704,8.689501,8.518009,8.789263,8.45153,9.218331,9.008768,9.087287,8.805308,8.739958,9.076285,8.931919,8.676525,8.778185,9.069749,8.649149,9.217986,8.942449,9.158893,9.763669,9.134192,8.439463,8.916404,9.777571,9.266577,8.861015,9.880212,9.426973,8.738338,7.233348,6.890538,5.81457,8.556693,6.445573,8.126446,8.515911,8.916331,7.628349,7.982788,7.953156,8.024026,7.744799,8.327494,7.751686,8.857609,9.262004,8.46256,7.873075,8.821256,8.413335,8.622762,8.170792,8.6622,7.854119,8.428537,8.657316,8.81813,8.186178,8.453947,7.884648,8.6684,8.436464,8.845622,8.247785,8.414963,7.903576,8.511255,8.195291,8.477893,8.784361,8.854658,8.680169,8.768729,8.834346,8.823072,8.893948
b0093,9.117401,9.104353,9.107035,8.591185,9.191235,8.858003,9.103503,8.98325,8.41676,8.861126,8.867144,8.84847,9.070603,8.674029,8.868384,8.63001,8.448729,9.332084,8.868619,8.9546,8.740344,8.672797,8.694595,8.827065,8.738814,9.078923,8.842769,8.847414,8.848731,8.810303,9.01955,9.041706,8.949803,9.220606,9.385276,8.433857,9.207749,8.634371,9.024296,9.343267,9.213898,8.765065,9.22645,9.439011,9.190685,8.995343,9.702693,9.498704,8.837274,7.129076,7.229051,6.718105,8.171888,6.752909,7.758948,8.935804,9.312895,8.21275,7.637231,7.944161,8.350225,8.179219,8.903715,8.594826,8.927396,9.287805,8.744544,8.451472,9.455541,8.112138,8.793277,8.885355,8.918725,8.039669,8.205303,8.822081,8.255932,8.420212,8.822364,7.830269,8.655342,8.474418,8.632367,9.042918,8.941646,8.14832,8.487171,8.437617,8.562126,9.091138,9.383124,9.002754,9.082052,9.301999,9.20762,8.889947
b0094,9.576826,9.281226,9.566158,8.77093,9.387972,9.281532,9.47264,9.228732,9.252916,9.495062,9.324979,9.130985,9.439494,9.268407,9.533647,9.325188,8.584522,9.629486,9.286664,9.174104,9.106142,9.043463,9.13153,9.158835,8.968984,9.791472,9.494886,9.305986,9.016711,9.086825,9.317268,9.204101,8.976368,9.327596,9.420814,8.751096,9.277572,9.078091,9.231206,9.876765,9.713891,8.929753,9.494454,9.902737,9.199546,9.286168,10.213843,10.039922,9.222039,7.696231,7.502048,7.451796,8.326761,7.853233,8.279902,8.801133,9.147696,7.953973,7.36521,7.825816,8.193806,8.529264,9.037419,8.797019,9.112441,9.300596,9.173885,8.895505,9.386753,8.111912,9.161144,9.075172,9.28403,8.435283,8.791626,9.246311,8.853508,8.931185,9.239687,8.18846,9.124176,8.988482,9.291397,9.445728,9.135481,8.34695,8.996646,8.879043,9.251417,9.321863,9.580514,9.264709,9.319796,9.515349,9.438118,9.470445
b0095,11.187444,10.863052,10.872032,10.276871,11.16162,10.522883,11.198965,10.686959,10.899373,10.427223,10.525694,10.384076,10.401556,10.325009,10.254628,10.586729,10.057809,10.338883,10.445402,10.515785,10.511252,10.417951,10.475163,10.614351,10.303211,10.937388,10.797394,11.057848,10.186841,10.127431,10.264608,10.561948,10.566786,10.170092,10.371937,10.413236,10.505397,10.508317,9.854988,11.137635,10.717124,10.0931,10.675884,11.246968,10.277493,10.661979,11.31681,11.00202,10.4181,8.112599,8.452214,7.195601,9.759458,7.793523,9.044622,8.957538,8.993686,8.077072,7.854103,8.109237,8.136414,9.170471,9.912478,9.447743,10.567473,10.300287,10.558477,9.700716,9.615878,9.09695,10.320418,10.158695,10.3648,9.136704,10.270208,10.36617,10.57887,9.826146,9.691084,9.602873,10.507102,10.402944,10.489907,9.734293,10.125827,9.612825,10.410133,10.215205,10.466513,10.272292,10.763048,10.094013,10.437547,10.312844,9.668183,10.343824
b0096,10.048027,10.212534,10.076574,9.858917,9.943545,9.297512,9.463986,9.576438,9.593582,11.135719,10.341143,10.227074,9.780965,10.410462,10.62343,10.139418,9.259311,9.133982,9.174644,9.583219,9.574724,10.012393,9.748941,9.223222,9.299205,10.127247,10.380775,10.130875,9.77939,9.606702,9.79473,10.23523,10.085159,8.742792,9.2396,9.392556,9.148313,9.632409,9.972959,10.654113,9.174679,9.144377,9.190531,10.280491,9.72544,9.725535,10.080961,9.906244,9.478836,7.114869,8.723835,7.118094,9.564864,7.537424,9.273158,9.366416,9.181889,8.286377,8.72076,8.305658,7.736457,8.320479,9.637904,8.532887,10.35821,10.045757,10.132456,7.912476,9.061716,8.356111,9.740256,9.582813,9.643319,7.953301,9.493699,9.460069,9.705683,8.640214,8.832695,9.236453,9.392781,9.426967,9.414357,8.554524,8.698215,8.201882,9.707985,9.163169,9.167297,8.597665,8.885948,7.295536,9.101811,8.3016,8.860746,9.603555
b0097,8.243012,8.444404,8.271943,8.073928,8.119886,7.406807,7.79704,8.16784,6.915154,8.445846,8.233805,8.248876,7.848695,7.623241,7.515636,7.762786,7.711831,8.105375,7.666055,7.821201,7.778339,7.842781,7.354608,7.931243,7.409726,8.139889,8.347152,7.735519,8.264782,7.987446,8.147103,8.217048,7.420854,7.707967,8.017042,7.59132,7.659256,7.56718,7.79054,8.022323,7.834249,8.218509,7.656867,8.550329,7.845778,8.240718,8.072571,8.131855,7.910126,5.946155,6.081628,5.322461,6.477331,5.935725,6.533803,6.230232,5.650858,5.450188,6.284878,6.268117,4.810528,6.754189,7.540019,6.434039,6.736872,7.010566,7.165758,7.298864,7.553677,7.226069,7.196758,6.905264,6.975891,6.691485,7.233864,8.023397,7.206011,7.040816,6.822592,7.601356,7.517066,7.698047,7.851694,6.896906,6.95727,6.665535,7.640397,6.567307,6.850995,7.365217,7.346204,6.728297,7.344202,7.28821,7.903067,8.123209
b0098,8.392884,8.211771,8.371762,8.117492,8.395325,8.379534,8.360679,8.070613,8.470921,7.729588,8.283675,8.433025,8.304223,7.687633,7.656645,8.063306,7.945443,7.873824,8.227116,8.277888,8.073171,8.239061,8.263317,8.084739,7.836628,8.193885,8.389552,8.16976,8.701939,8.410838,8.563761,8.434096,8.039484,8.021502,8.078474,8.426351,8.034151,8.367462,8.306658,8.650871,8.134652,8.169769,7.911228,8.395616,8.13269,7.977992,8.097958,7.849692,7.875666,5.881648,7.504048,5.566067,8.310955,6.391528,7.652384,6.519189,6.074261,6.608099,6.478271,6.38616,5.77966,7.12405,7.639305,7.879661,7.87139,8.549754,8.257903,7.591886,7.830034,7.255017,7.366261,7.662491,7.365158,7.378313,8.431016,8.372101,8.402063,7.895694,7.596197,7.44247,8.390023,8.10255,8.578777,7.700875,7.630879,7.318157,8.350937,7.731505,7.870623,7.522611,7.397118,6.870408,7.50841,7.492277,7.759403,8.000155
b0099,6.648665,6.984765,6.708211,7.070062,7.084675,7.094195,6.925466,7.082044,6.952368,6.701509,6.846896,7.33192,6.986939,7.029376,6.979322,7.012437,6.935802,6.970769,7.261494,7.010283,6.882402,6.622807,6.820557,6.8807,7.143989,6.823329,6.963386,6.838146,7.545475,7.03592,7.462582,6.968405,6.854489,7.151996,7.184219,7.282617,7.07946,6.844392,6.757371,6.871822,6.863644,7.261359,6.815819,6.818187,6.979534,6.46291,6.462875,6.428726,6.777412,5.940205,6.354562,5.89492,6.659858,6.771963,7.230945,6.338624,5.18468,5.721626,6.606004,5.885352,4.467798,6.701534,7.1875,7.265609,7.234005,7.492897,7.385584,7.134667,7.823857,6.659906,7.104196,7.176471,6.94998,6.890098,7.028967,7.244012,7.17444,7.654933,7.542251,7.760111,7.552427,7.379786,7.421567,7.114935,7.114423,7.090055,7.305365,7.165249,7.290063,7.17708,7.393815,6.767701,7.073228,6.799109,7.080462,7.093046
b0100,7.055119,7.209031,7.18227,7.250755,7.0934,7.482319,7.35473,7.36242,7.271461,7.12045,7.228722,7.359342,7.119636,7.421158,7.397156,7.313811,6.808272,7.164651,7.075623,7.456587,7.374605,7.299128,6.796192,6.931408,6.95417,7.133344,7.139869,7.084092,7.343103,7.137221,7.14127,7.326654,7.119347,7.292521,7.052758,7.178272,7.093062,6.903112,7.084347,7.049384,7.046331,6.970989,7.197617,7.350711,7.55195,7.073513,7.062768,7.049737,7.222305,7.24503,7.348464,7.066199,7.837417,7.624617,8.065481,7.174312,6.357098,6.676283,6.994072,7.015113,5.391842,7.190135,7.488476,7.395219,7.668038,7.877499,7.749401,7.525854,7.91711,6.699598,7.574252,7.429326,7.361902,7.34832,7.114237,7.458094,7.326927,7.297238,7.295849,7.425442,7.681017,7.196407,7.576376,7.344342,7.443006,6.872469,7.237751,7.699278,7.62847,7.460514,7.301101,6.973043,7.260229,7.278229,7.005408,6.783776
b0101,6.911649,6.839432,6.9304,7.229108,6.906619,7.229525,6.97049,7.183656,7.122476,6.76484,6.976225,7.444456,7.198474,6.975396,7.07418,7.327394,6.759968,6.814717,6.981028,7.157043,7.108322,7.227635,6.984513,7.154299,6.888563,7.062839,7.19569,7.054723,7.264989,6.841372,7.357043,7.389857,7.129754,7.018933,6.957085,7.090336,6.977785,6.997204,6.807317,6.640703,6.906,6.929556,6.824078,7.095982,7.10492,6.921535,6.913613,6.868484,6.721931,6.92568,6.656715,5.670907,6.688201,6.70947,7.209638,6.519569,5.880937,6.745356,6.34111,6.539855,5.270583,7.062058,6.847124,7.084249,7.415741,7.809392,7.768157,7.283833,7.35321,6.442866,7.20178,7.23273,7.108664,6.894833,7.254398,7.034577,7.256302,7.215213,7.357798,7.299641,7.375636,7.215126,7.345781,7.404865,7.221114,6.858352,7.337535,6.75095,6.951572,7.355875,7.070969,6.962922,7.188706,6.964892,6.964218,7.044729
b0102,7.764266,7.851727,7.722785,8.119609,7.629993,7.748703,7.657244,8.165111,7.959052,7.670903,7.919203,8.130645,7.755147,7.647082,7.514954,7.80298,7.570413,7.640462,7.844445,7.937311,7.933341,7.990405,7.691474,7.787849,7.36986,7.661281,7.796974,7.638977,7.685003,7.312536,7.662977,8.074669,7.973701,7.485017,7.72123,7.798734,7.788624,7.71474,7.203321,7.180273,7.738712,7.504141,7.630638,7.695388,7.346993,7.914412,7.577807,7.917728,7.686994,6.505814,6.730557,6.230383,6.863951,6.73081,7.295902,6.754648,6.278328,6.708546,6.7051,6.627041,5.865877,6.976889,7.484856,7.345738,7.821474,8.554618,8.33519,7.621449,7.577366,7.644655,7.756282,8.013611,7.86151,7.108845,7.707681,7.897621,7.891029,7.621371,7.454338,8.059381,8.15062,8.147138,8.357533,7.320803,7.603772,7.291796,8.176338,7.60329,7.522237,7.010598,7.616497,7.242692,7.543818,7.267748,7.579517,7.911073
b0103,7.561433,7.621467,7.639953,7.695069,7.606907,7.552477,7.720895,8.168138,7.044591,7.883538,7.472001,7.648603,7.113121,7.185628,6.93241,7.539985,7.222769,7.648936,7.594392,7.791271,7.85045,7.566478,7.240891,7.636885,7.149003,7.465351,7.376091,7.198425,7.524515,7.39745,7.608233,7.48029,7.336305,7.788686,7.61943,7.474392,7.549705,6.885626,7.351356,7.223218,7.510745,7.386264,7.523152,7.340237,7.229775,7.32399,7.310404,7.535638,7.514518,6.787063,6.474574,6.08272,6.784571,6.921385,7.319356,6.182667,6.76326,6.463365,7.325911,7.208703,6.123263,7.033959,7.055856,6.814083,7.433272,8.056949,7.961403,7.034038,7.436025,7.877011,7.793394,8.004216,7.74995,6.412712,7.212754,7.785133,7.239092,6.963615,6.600458,7.831642,7.760778,7.785858,7.86736,6.631186,7.309491,6.573985,7.732704,7.477368,7.249745,8.123209,7.303767,6.398656,7.13738,7.734573,7.637868,7.758489
b0104,8.07085,8.027499,8.064224,8.741293,8.410265,8.885833,8.427699,8.815574,9.008793,7.857174,8.577304,9.023208,8.375567,8.294134,8.226019,8.206039,8.160641,8.054943,8.586189,8.687926,8.687845,8.660207,8.420701,8.483213,8.11895,7.696443,8.324833,8.339531,8.118359,7.929649,8.119118,8.327401,8.305346,8.426824,8.424215,8.528712,8.317297,8.360532,7.610304,7.921614,8.933329,8.707622,8.836557,7.862434,8.260781,8.747362,7.76792,7.80781,8.420554,7.210674,8.186669,6.992959,8.646039,7.46919,8.734947,7.58481,7.260422,7.63598,7.613904,7.469413,7.021709,8.685671,8.257356,8.737596,9.443586,9.932004,9.847946,9.578997,9.235302,8.626552,8.983234,9.251286,9.093643,8.443872,8.722801,8.543897,8.852312,8.970849,8.601368,9.479141,9.017101,8.878127,8.927076,9.115436,9.247462,9.133755,8.992744,9.022178,9.147501,8.275548,8.13192,7.917399,8.1687,8.243665,8.217971,8.276555
b0105,5.953239,5.823235,5.827376,6.253568,6.139806,6.266603,6.073908,5.956334,6.361945,6.13545,6.114152,6.755869,6.230611,6.557351,6.525108,6.077119,6.309929,5.94188,6.011755,6.243898,6.261634,6.191697,6.108343,6.224551,6.244174,6.099418,5.974413,5.960845,6.155517,5.938703,6.332316,6.094821,6.376274,5.942227,6.164577,6.237023,6.008829,6.13926,6.065696,5.911305,5.853138,6.165523,5.934922,6.212645,6.185527,5.951239,5.700052,5.902951,6.173282,6.181463,6.452477,5.598789,6.511978,6.611552,7.107005,6.74925,6.010774,6.874032,6.794392,6.381851,5.652848,6.657995,6.032056,6.72821,6.17817,6.458235,6.393967,7.107504,6.751259,5.389861,5.972662,6.128794,5.907461,6.513831,6.016016,5.841226,6.361007,6.68365,6.848153,6.463207,5.874061,6.051675,6.007334,6.816629,6.768583,6.484809,6.251131,6.945001,6.438288,6.567619,6.683735,6.78376,6.279655,6.681753,6.154395,6.22903
b0106,5.932787,5.889013,6.013996,6.132846,6.265672,5.94267,6.184092,6.090479,5.963251,6.064763,6.129079,6.568828,6.224005,6.519342,6.432816,5.931935,6.218657,5.865628,6.115463,5.857823,6.110218,5.8018,6.038177,6.066709,6.150497,6.052829,5.829976,5.966289,6.151361,5.990572,6.379804,6.046563,6.202862,6.091485,6.18655,5.934672,6.186847,5.84712,6.018023,6.149311,5.867844,6.281286,5.881092,6.28705,6.456662,5.927396,5.736282,5.755417,6.09861,7.23758,6.604909,6.646824,6.3501,7.098959,7.372903,6.782889,6.342776,6.590313,6.306301,6.622553,6.071142,6.741926,5.876675,6.790258,5.902979,6.34874,6.099244,7.04457,6.837739,5.144081,5.929169,5.897114,5.639439,6.42226,5.878965,5.536454,5.938099,6.608772,6.917741,6.219736,5.700877,5.868252,5.880935,6.795608,6.444601,6.952837,5.717204,6.26949,6.248157,6.593079,6.460471,6.337821,6.198044,6.62334,6.152923,6.195394
b0107,5.583,5.594365,5.433321,5.688734,5.907083,5.67002,5.819974,5.61388,5.399483,5.914664,5.850899,6.380687,5.887681,6.206541,5.886929,5.719585,6.002934,5.710427,5.63496,5.543272,5.619281,5.29766,5.816377,5.876304,5.785379,5.774401,5.500259,5.832924,5.756037,5.60277,5.910969,5.554778,5.866731,5.645268,5.740615,5.824601,5.565356,5.678593,5.676738,5.654428,5.391125,5.675991,5.551901,5.937464,5.868624,5.403763,5.199772,5.256695,5.720411,6.009253,6.157767,5.928868,5.674334,6.036072,6.367288,6.281566,5.849619,6.169052,6.147337,5.679944,5.504832,6.212462,5.806436,6.374728,5.47486,5.725268,5.724809,6.640962,6.256156,4.618362,5.489604,5.474532,5.147188,5.957687,5.388936,4.906048,5.53708,5.922873,6.044858,5.563638,5.294877,5.575827,5.435174,6.219327,5.997098,5.957104,5.620819,5.438315,5.998008,6.043214,6.438535,6.150534,6.135032,5.959088,5.782203,5.912083
b0108,6.245114,6.261043,6.221927,6.536701,6.638889,6.555997,6.503694,6.325386,6.080916,6.536439,6.487826,7.161836,6.77387,7.053505,6.870938,6.5979,6.742217,6.386852,6.397655,6.141045,6.410959,5.885249,6.742682,6.743144,6.809739,6.561263,6.266574,6.576934,6.631319,6.379818,6.789142,6.356898,6.783106,6.309701,6.547538,6.262043,6.40092,6.430907,6.420885,6.421756,6.121157,6.635172,6.378146,6.543063,6.802011,5.98284,6.026219,6.20456,6.389966,7.350804,7.103514,7.049656,6.808191,7.218678,7.510655,7.202365,7.045361,7.223952,7.105237,6.992838,6.66804,6.975696,6.598792,7.133658,6.214454,6.41255,6.4005,7.697706,6.877738,5.643486,6.47608,6.360708,6.182681,6.834613,6.240299,5.756817,6.397558,7.114758,7.104477,6.152775,6.009514,6.276152,5.976715,7.278246,6.984208,7.201336,6.434812,6.750199,6.646171,6.939667,7.304384,6.826351,6.966407,6.704517,6.542595,6.580902
b0109,7.490597,7.804798,7.687552,7.653866,7.692795,7.650437,7.487352,7.691183,7.148117,7.172895,7.394579,7.680496,7.471685,7.346828,7.435734,7.802495,7.549886,7.413958,7.555801,7.61048,7.701045,7.365382,7.308479,7.527864,7.373917,7.415099,7.804252,7.573788,8.006407,7.924517,7.705222,7.993422,7.586617,7.291744,7.798945,7.716795,7.857478,6.812514,6.815013,6.900465,7.757913,7.741733,7.643233,6.958269,7.760522,7.526625,7.035645,7.395404,7.247738,6.885816,7.352124,6.924343,7.13005,7.207393,7.046088,7.054977,7.062861,7.166186,7.289582,7.032648,6.359308,7.223909,7.21232,7.541056,7.719463,7.496508,7.455479,7.689966,7.342497,7.743639,7.289618,7.360676,7.266636,6.778862,7.527967,7.484462,8.022438,7.356056,7.310313,7.45745,7.546413,7.7649,7.851435,7.252437,7.370539,7.28332,7.479702,7.436005,7.389851,7.160096,7.536159,7.258847,7.485846,7.160814,7.601804,7.608718
b0110,7.420985,6.904018,7.598329,6.848578,7.320948,7.111456,7.550342,7.474125,6.959257,7.457017,7.519545,7.641083,7.988825,8.2104,8.042937,8.122934,7.103465,7.821889,7.538181,7.461377,7.353154,7.395302,7.375162,7.252142,7.614755,7.763779,7.642543,6.944434,8.190494,7.931454,7.901863,7.593143,7.118862,7.488296,7.45257,7.154496,7.366931,6.632932,8.587676,7.942164,7.581787,7.202858,7.194669,7.09137,7.235839,7.208577,7.486276,7.180668,6.779049,7.554866,7.67534,7.516668,7.129335,7.877979,7.420846,7.60571,7.459288,7.46058,7.51559,7.294007,7.209237,7.515331,7.831486,7.835125,8.000156,7.401494,7.466885,7.706882,7.253276,7.575689,7.359254,7.352772,7.461302,7.326118,7.810084,7.07756,8.151427,7.474727,7.826963,7.269653,7.106088,7.175349,7.44288,7.541322,7.741949,7.537686,8.389089,7.619666,7.56149,7.27797,7.823256,7.009938,8.008118,7.420278,7.166542,7.188788
b0111,7.526795,7.480746,7.635666,7.351669,7.60169,7.295993,7.549374,7.298094,7.375453,7.352144,7.308164,7.661106,7.593661,8.542133,8.438998,8.021492,7.293,7.368495,7.293055,7.491909,7.54564,7.572189,7.557777,7.444363,7.934374,7.959973,7.462329,7.721534,7.877395,7.78662,8.045581,7.538823,7.679872,7.362789,7.523128,7.626966,7.550516,7.522316,8.169324,7.94021,7.487616,7.436441,7.42163,7.949404,7.949426,7.189686,7.732879,7.512341,7.548467,8.315797,8.582167,8.154088,7.984679,8.462534,8.160953,7.930286,7.958522,8.127386,8.331974,8.109313,7.992696,7.934137,7.773232,8.2126,7.94698,7.516962,7.766553,8.259675,8.435998,7.024056,7.4114,7.365935,7.336323,7.57953,7.053942,7.263379,7.802255,7.922405,8.178993,7.419342,7.427572,7.513402,7.326486,7.912736,7.954111,8.054381,7.452743,7.768944,7.977416,7.936922,8.194708,7.994063,8.086365,7.828116,7.316399,7.307715
b0112,9.496498,9.372771,9.475654,9.361505,9.269661,9.816407,9.491528,9.344318,9.914588,7.267342,8.675911,9.243929,9.307415,8.941469,8.564409,8.854966,9.084029,9.018461,9.301955,9.775114,9.633644,9.767701,9.270811,9.499313,8.658283,9.996524,9.881983,9.70179,9.098899,8.976023,9.017635,9.473174,9.297965,9.40714,9.602959,10.001341,9.691104,9.656242,8.331135,9.324446,9.573127,9.295119,9.517281,9.396855,9.747392,9.317658,9.235781,9.608446,9.212421,6.733646,7.154673,6.83262,7.498267,6.947309,6.812476,6.845679,6.786412,7.023947,7.522623,7.024884,6.959079,7.730483,7.955667,7.68994,8.818057,8.52281,8.664091,8.26818,7.858223,8.86864,7.822889,8.23476,7.825136,7.328041,8.317205,9.10336,8.606243,7.880756,7.896784,9.032725,9.962975,9.806559,9.755602,7.977973,8.287858,7.961943,8.775188,8.835756,8.859616,7.991714,7.350322,7.635916,7.345767,8.131032,8.947488,8.963999
b0113,6.782667,7.063303,6.782733,7.141589,6.984697,7.045469,6.714833,6.911571,6.975239,6.901239,6.88084,7.417474,7.253068,7.595674,7.037002,7.378215,7.008357,7.603756,6.885277,7.399602,7.476594,7.160804,7.15943,7.35336,7.137645,6.833361,6.582296,6.671422,7.383795,7.363593,7.547075,6.712229,6.838956,6.900143,6.819111,6.797063,6.64954,7.111692,7.063768,6.804722,6.501206,7.435391,6.681216,6.745269,7.037357,7.201392,6.411579,6.572047,7.064801,6.666719,6.838104,6.719861,6.702439,6.510146,6.882799,6.984848,6.766968,7.193954,6.940772,6.981341,6.937572,7.68648,7.410642,7.511462,7.438506,7.537135,7.457716,7.801352,7.738341,6.418423,7.165801,7.186007,7.099119,7.09562,7.068938,7.365752,7.590731,7.326057,7.544603,6.342174,7.225497,6.930164,7.151767,7.535009,7.635256,7.488111,7.321551,7.088967,7.553438,7.192181,7.092626,7.035519,7.241182,7.163469,7.214535,7.03374
b0114,11.279424,11.054671,11.251248,11.69413,11.183785,12.192568,10.826169,11.609297,12.039119,9.409819,11.31207,12.153716,11.818715,10.70975,10.73346,11.415444,11.221962,11.871283,11.434358,11.633384,11.65367,11.368839,11.736107,12.016995,11.740915,10.157099,10.701925,10.904689,11.976531,11.668974,11.980095,10.575614,10.817714,10.856875,10.198556,10.789059,10.14457,12.153895,11.625993,10.097511,10.105288,11.790445,9.991819,10.660736,11.219208,11.92041,9.521554,10.902065,11.500693,7.514143,9.394619,8.082924,10.840279,7.792468,9.993847,7.619517,7.652532,8.07516,7.947193,7.968869,7.576246,9.96719,11.410028,10.234371,10.468503,10.453169,10.405768,9.00094,9.644792,10.586445,9.760381,10.126994,9.995377,10.999598,11.743073,11.231771,11.682934,10.285865,9.776819,10.403532,11.245357,11.008433,11.072665,9.956528,10.590933,10.107752,11.077385,11.447994,11.337439,10.13558,9.619274,10.066852,9.920671,10.157195,11.074631,11.268365
b0115,11.264126,11.005211,11.115826,11.822824,11.101398,11.91618,10.633621,10.850243,11.976823,9.647483,11.652079,12.257902,12.035946,10.848599,10.543751,11.529146,11.560921,11.457835,10.976008,11.543323,11.442573,11.745829,11.766915,12.182003,11.998641,10.211497,10.612669,10.87835,11.622369,11.163971,11.658184,10.732294,11.069295,10.546296,10.062159,10.691152,9.976058,12.249103,11.81719,9.959683,9.782351,11.733005,9.758716,10.742065,11.216736,11.938031,9.615839,11.069161,11.528849,6.906982,8.350013,7.632655,11.146735,7.002992,9.509789,7.982418,7.784311,7.61597,7.292566,7.359588,7.35342,10.696717,12.077261,9.684926,10.857225,11.307097,11.15656,8.453272,9.326498,10.654572,10.685029,10.975673,10.514033,10.31718,11.506757,11.285988,12.11301,9.828977,9.346121,10.282073,11.185967,11.230921,11.061034,10.255559,10.038249,9.866272,11.251967,11.183964,10.683578,9.094418,9.142786,9.128596,9.530283,9.276225,10.747092,11.212633
